prior_id,assertion_id,parameter_family,distribution,parameters,estimate,estimate_without_journal,independent_groups,calibration_status,availability,rationale
PRIOR_XCH_A012_magnitude,XCH_A012,magnitude,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A012_protein_availability,XCH_A012,protein_availability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A012_temporal,XCH_A012,temporal,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A013_context_specific,XCH_A013,context_specific,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A013_direction,XCH_A013,direction,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A013_effect_class,XCH_A013,effect_class,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A013_existence,XCH_A013,existence,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A013_expression,XCH_A013,expression,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A013_genetic_modifier,XCH_A013,genetic_modifier,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A013_human_transportability,XCH_A013,human_transportability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A013_magnitude,XCH_A013,magnitude,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A013_protein_availability,XCH_A013,protein_availability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A013_temporal,XCH_A013,temporal,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A014_context_specific,XCH_A014,context_specific,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A014_direction,XCH_A014,direction,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A014_effect_class,XCH_A014,effect_class,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A014_existence,XCH_A014,existence,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A014_expression,XCH_A014,expression,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A014_genetic_modifier,XCH_A014,genetic_modifier,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A014_human_transportability,XCH_A014,human_transportability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A014_magnitude,XCH_A014,magnitude,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A014_protein_availability,XCH_A014,protein_availability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A014_temporal,XCH_A014,temporal,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A015_context_specific,XCH_A015,context_specific,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A015_direction,XCH_A015,direction,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A015_effect_class,XCH_A015,effect_class,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A015_existence,XCH_A015,existence,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A015_expression,XCH_A015,expression,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A015_genetic_modifier,XCH_A015,genetic_modifier,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A015_human_transportability,XCH_A015,human_transportability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A015_magnitude,XCH_A015,magnitude,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A015_protein_availability,XCH_A015,protein_availability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A015_temporal,XCH_A015,temporal,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A016_context_specific,XCH_A016,context_specific,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A016_direction,XCH_A016,direction,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A016_effect_class,XCH_A016,effect_class,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A016_existence,XCH_A016,existence,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A016_expression,XCH_A016,expression,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A016_genetic_modifier,XCH_A016,genetic_modifier,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A016_human_transportability,XCH_A016,human_transportability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A016_magnitude,XCH_A016,magnitude,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A016_protein_availability,XCH_A016,protein_availability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A016_temporal,XCH_A016,temporal,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A017_context_specific,XCH_A017,context_specific,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A017_direction,XCH_A017,direction,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A017_effect_class,XCH_A017,effect_class,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A017_existence,XCH_A017,existence,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A017_expression,XCH_A017,expression,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A017_genetic_modifier,XCH_A017,genetic_modifier,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A017_human_transportability,XCH_A017,human_transportability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A017_magnitude,XCH_A017,magnitude,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A017_protein_availability,XCH_A017,protein_availability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A017_temporal,XCH_A017,temporal,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_XCH_A018_context_specific,XCH_A018,context_specific,categorical_annotation,"{""context_id"":""CTX_749fe00869857bd7""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_XCH_A018_direction,XCH_A018,direction,Dirichlet,"{""alpha"":[2.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_XCH_A018_effect_class,XCH_A018,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_XCH_A018_existence,XCH_A018,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_XCH_A018_expression,XCH_A018,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XCH_A018_genetic_modifier,XCH_A018,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XCH_A018_human_transportability,XCH_A018,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XCH_A018_magnitude,XCH_A018,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XCH_A018_protein_availability,XCH_A018,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XCH_A018_temporal,XCH_A018,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XCH_A019_context_specific,XCH_A019,context_specific,categorical_annotation,"{""context_id"":""CTX_40ddeeeba3d0cbd3""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_XCH_A019_direction,XCH_A019,direction,Dirichlet,"{""alpha"":[2.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_XCH_A019_effect_class,XCH_A019,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_XCH_A019_existence,XCH_A019,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_XCH_A019_expression,XCH_A019,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XCH_A019_genetic_modifier,XCH_A019,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XCH_A019_human_transportability,XCH_A019,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XCH_A019_magnitude,XCH_A019,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XCH_A019_protein_availability,XCH_A019,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XCH_A019_temporal,XCH_A019,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XCH_A020_context_specific,XCH_A020,context_specific,categorical_annotation,"{""context_id"":""CTX_50d660bf700414d0""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_XCH_A020_direction,XCH_A020,direction,Dirichlet,"{""alpha"":[2.5,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_XCH_A020_effect_class,XCH_A020,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_XCH_A020_existence,XCH_A020,existence,Beta,"{""alpha"":2.5,""beta"":1.0}",0.7142857142857143,0.7142857142857143,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
